SK_ID_CURR,TARGET
100001,0.06071224876468385
100005,0.21068574508131266
100013,0.02695825939685602
100028,0.031125577719729545
100038,0.12488341203877049
100042,0.019251233865233672
100057,0.027880847377954335
100065,0.10260140146963911
100066,0.018175017695373618
100067,0.13036815124808815
100074,0.06261132819121197
100090,0.08350283888395849
100091,0.19512914025483313
100092,0.08657027420111123
100106,0.08772635854672532
100107,0.12596451915482085
100109,0.06469567943012294
100117,0.034964269402681956
100128,0.056714334036304076
100141,0.04957953661195968
100150,0.022054316241772134
100168,0.007968761859769934
100169,0.038518547654135336
100170,0.09289533149935408
100171,0.041691361996658544
100172,0.12288043675480698
100184,0.10231180241919699
100187,0.07953720267481587
100212,0.04876899894963062
100222,0.07594206052566042
100223,0.016292387348725738
100232,0.02422309941335802
100241,0.14190090927114293
100245,0.025640303344783955
100253,0.017976736262681994
100256,0.10643509055315502
100271,0.011279849206788505
100278,0.2236952734251599
100280,0.017784888245601174
100306,0.16867843700671298
100311,0.12102810955886296
100312,0.02168775681794605
100330,0.07514675786584545
100331,0.05479774257256291
100352,0.09038775771258596
100358,0.15008953101643946
100367,0.038515644688138034
100382,0.1455348395300511
100384,0.053586149971311905
100385,0.09236416212304835
100386,0.05402805894248413
100399,0.044826569127995826
100404,0.10558504474461712
100416,0.024123081385802114
100422,0.10748762881023154
100426,0.02913791123064655
100438,0.0405301123793675
100444,0.13887291555544554
100445,0.125130869213274
100446,0.11258429681168253
100447,0.032279113203011335
100450,0.05724147599172902
100466,0.029199424302366134
100483,0.023588626735864142
100484,0.023706404759381832
100494,0.06391967122952918
100510,0.14681615004080512
100512,0.029570590510625
100517,0.035339371542282914
100548,0.057419290073256836
100551,0.06217694412215677
100552,0.13988982932812832
100553,0.028123837110968348
100561,0.15343108785850326
100568,0.4243683149013691
100569,0.025469984136473126
100591,0.06089115815799248
100592,0.02017471658042132
100602,0.052413005139026955
100607,0.049912212042637794
100613,0.08000468157537355
100617,0.10597669738920387
100618,0.09683064507574138
100622,0.13762048696892198
100625,0.09996721216433711
100677,0.12380797629993524
100699,0.04987265226724292
100702,0.4774243067717398
100711,0.08659810591048762
100729,0.21921268365165628
100740,0.1191787507138552
100744,0.14645967383845412
100745,0.03806096170635734
100747,0.12404297694347892
100751,0.2422997586352628
100752,0.039024178394951356
100753,0.35036580546512147
100754,0.19811043822725544
100760,0.05628880502732621
100762,0.0799108174036729
100763,0.047014070434029095
100765,0.02543133252048813
100770,0.10419966693414473
100772,0.038317896233427275
100777,0.049624596863038405
100791,0.021508493620517263
100792,0.011134400026742366
100797,0.0223518935765996
100823,0.030639657214045848
100826,0.050142213867070184
100830,0.035258470462013386
100836,0.3267820741483264
100872,0.06151545233194286
100910,0.07737504002061582
100913,0.11078115494210626
100918,0.05169559467528282
100931,0.016609718057769837
100952,0.047788169759832584
100953,0.0497278675960062
100965,0.22679363834418773
100970,0.04856540496495699
100982,0.2030065141797107
100983,0.16582665495328505
100984,0.052466471587690466
100987,0.08269513874444392
100997,0.06270924438514314
100998,0.10811609822541118
101002,0.10090830157125741
101005,0.20161102230356545
101008,0.13559853478143793
101020,0.08350866045518497
101021,0.062099697292148905
101024,0.054427336828574424
101025,0.163894516529019
101026,0.029724728163562825
101031,0.040773486133850415
101041,0.03366359881342963
101051,0.01284223802429196
101055,0.11500169343181936
101056,0.3046807645966771
101057,0.06527548635130037
101064,0.043446866588875005
101079,0.1122486619277229
101087,0.04773517253701831
101090,0.03378568492848275
101092,0.11150315445735566
101097,0.12185071363317798
101099,0.018112633772259138
101107,0.09984773738997726
101118,0.09412539862496705
101125,0.1299373732367517
101126,0.02261039637436697
101128,0.03862457216819602
101136,0.11348783856020303
101140,0.09190108586193675
101149,0.11561335385926473
101160,0.08085228646266042
101169,0.19050659746652437
101181,0.058650583238530354
101186,0.016988702640631268
101190,0.12209642761655097
101193,0.1142394985945232
101194,0.1406964836520616
101198,0.08778565326307612
101200,0.01702701416199359
101204,0.043501774298725066
101211,0.057840165027283695
101213,0.09284463680963859
101223,0.06288040163082342
101225,0.09025534998690399
101237,0.11057583730611062
101243,0.10724104813451078
101244,0.1425903159593501
101258,0.050616297828374165
101259,0.21894154442391905
101268,0.14511803635040835
101269,0.024955651637802095
101271,0.1390154652060451
101279,0.0490837292934263
101281,0.1115359385756054
101287,0.04948934582667385
101292,0.06232332784079182
101294,0.05534280332656368
101296,0.06997917169232352
101297,0.039536766736206735
101299,0.02754364480901494
101301,0.04051686996887408
101305,0.08924449987272692
101308,0.10164378208654389
101318,0.02024245950216412
101327,0.29655535918189657
101329,0.046915356138457404
101332,0.03605722750517907
101337,0.10751551076007927
101343,0.019295131509892316
101345,0.0244177379536842
101346,0.016734905824391116
101353,0.011466946261883215
101354,0.15215965008604082
101355,0.2560895261428795
101356,0.022832611465127387
101362,0.09003006105403256
